drntanguay	#AMIA2014 I'd like to change the Tutorials I signed up for. Anyone know how to do it?	Sun Nov 9 4:54:27 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Baby got back by Sir mix a lot (don't forget to bring the orchestra)	Thu Nov 13 15:43:01 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to I'm your Boogie man by KC and the sunshine band	Thu Nov 13 15:45:22 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Let's dance by David Bowie.	Thu Nov 13 15:46:47 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Boogie Wonderland by Earth wind and fire	Thu Nov 13 15:48:48 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Let's groove by Earth wind and fire	Thu Nov 13 15:49:57 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to MacArthur Park dance/party mix by Donna Summer	Thu Nov 13 15:51:44 PST 2014   
amiainformatics	Holy cow #AMIA2014 @WantNews really, REALLY wants to dance at #BWParty. #DataDancer. Thanks for the play list!	Thu Nov 13 16:23:15 PST 2014   
amfcowan	Discover the future of #healthcare research w/ ConvergeHEALTH by Deloitte: http://t.co/9ZMR0RSmko #AMIA2014	Thu Nov 13 16:33:48 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Superfreak by Rick James Cotton eye Joe by RedNex	Thu Nov 13 16:51:07 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Livin La Vida Loca Ricky Martin She Bangs by Ricky Martin	Thu Nov 13 16:56:42 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to It wasn't me by shaggy Benny and the Jets by Elton John	Thu Nov 13 16:58:15 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Love shack by the B-52s Mambo number five by Lou Bega	Thu Nov 13 17:00:14 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Walk this way by Run DMC and Aerosmith	Thu Nov 13 17:02:41 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Time warp from the Rocky horror picture show	Thu Nov 13 17:03:46 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Gonna make you sweat by c+c music factory	Thu Nov 13 17:06:07 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to I need to know by Marc Anthony Play that funky music by wild cherry	Thu Nov 13 17:07:38 PST 2014   
dfwmusicfactory	RT @WantNews: .@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Gonna make you sweat by c+c music factory	Thu Nov 13 17:08:18 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to My Sharona by the knack Erotic city by Prince	Thu Nov 13 17:08:54 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Brickhouse by the Commodores Addicted to love by Robert Palmer	Thu Nov 13 17:10:10 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Crazy Little thing called love by Queen AllStar by smash mouth	Thu Nov 13 17:11:49 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance Ladies night by Kool& the gang This love by maroon 5 Smooth by Santana	Thu Nov 13 17:13:50 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to I want you to want me by cheap trick Proud Mary by Tina Turner	Thu Nov 13 17:16:10 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance : Backwards by rascal Flatts She thinks my tractor sexy by Kenny Chesney	Thu Nov 13 17:17:39 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Sexy and I know it by LMFAO i'm too sexy by right said fred	Thu Nov 13 17:19:06 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Billie Jean by Michael Jackson Off-the-wall by Michael Jackson	Thu Nov 13 17:20:15 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Control by Janet Jackson All Night Long – Lionel Richie	Thu Nov 13 17:21:46 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Any Way You Want It – Journey Beat It – Michael J. Call Me – Blondie	Thu Nov 13 17:24:01 PST 2014   
wantnews	.@AMIAinformatics #AMIA2014 #BWParty #DataDancer DJ I want to dance to Centerfold – J. Geils Band Dancing With Myself – Billy Idol	Thu Nov 13 17:25:25 PST 2014   
ashek1	Discover the future of #healthcare research w/ ConvergeHEALTH by Deloitte: http://t.co/OzII7uisBj #AMIA2014	Thu Nov 13 17:43:34 PST 2014   
dieselcmio	“@Bitcoin_Altcoin: Forget money, bitcoin tech could disrupt! http://t.co/3ogSQ1Hgfb” Anonymous medical records? Decentralized EHR? #AMIA2014	Thu Nov 13 17:51:38 PST 2014   
dieselcmio	@BentonDickey please tell me you are gonna be at #AMIA2014 ...I am practicing my guitar, you practice heckling! #healthIT	Thu Nov 13 18:39:04 PST 2014   
uthealth_sbmi	RT @AMIAinformatics: Holy cow #AMIA2014 @WantNews really, REALLY wants to dance at #BWParty. #DataDancer. Thanks for the play list!	Thu Nov 13 18:56:49 PST 2014   
qphys	Starting from inside the Arctic Circle, heading for #AMIA2014. See you in DC!	Thu Nov 13 21:11:51 PST 2014   
brettjdavis78	RT @amfcowan: Discover the future of #healthcare research w/ ConvergeHEALTH by Deloitte: http://t.co/9ZMR0RSmko #AMIA2014	Thu Nov 13 21:31:18 PST 2014   
brettjdavis78	Looking forward to seeing everyonge at #AMIA2014 #HIT #HCanalytics #BigData http://t.co/AE5Qffx8K2	Thu Nov 13 21:36:14 PST 2014   
rayaccusoft	RT @BrettJDavis78: Looking forward to seeing everyonge at #AMIA2014 #HIT #HCanalytics #BigData http://t.co/AE5Qffx8K2	Thu Nov 13 21:36:51 PST 2014   
nosqldigest	RT @BrettJDavis78: Looking forward to seeing everyonge at #AMIA2014 #HIT #HCanalytics #BigData http://t.co/AE5Qffx8K2	Thu Nov 13 21:50:48 PST 2014   
wareflo	Up at 4AM to chug thru an analysis, of sorts, of remaining ~450 instances of 'workflow' in the #AMIA2014 proceedings! http://t.co/tydJUXEB2a	Fri Nov 14 1:14:18 PST 2014   
newsdatascience	RT @wareFLO: Up at 4AM to chug thru an analysis, of sorts, of remaining ~450 instances of 'workflow' in the #AMIA2014 proceedings! http://t…	Fri Nov 14 1:15:39 PST 2014   
jessiet1023	almost 50 women have RSVP'ed for the #WINE3 event at #AMIA2014. going to be a great event- still room for more! Hope to see you there!	Fri Nov 14 2:11:31 PST 2014   
cpmrcmichelle	Looking forward to seeing everyone at #AMIA2014. On #delta flight to DCA. 5 days of #informatics #interprofessional conversations!	Fri Nov 14 2:38:27 PST 2014   
wareflo	Formal Models of Workflow for Healthcare @PetrosPapapa http://t.co/ax7KUmCnia cc #AMIA2014 @ehrscience @profBPM @Farzad_md @HIMSS @wvdaalst	Fri Nov 14 2:40:13 PST 2014   
visanalyticshc	Agenda for the 2014 Workshop on Visual Analytics in Healthcare has been posted http://t.co/3Bx3lbnoWh #AMIA2014 #dataviz #bigdata	Fri Nov 14 4:05:03 PST 2014   
visanalyticshc	@AMIAinformatics To see the agenda of tomorrow's AMIA Workshop on Visual Analytics see http://t.co/CFq8InVpVg #AMIA2014	Fri Nov 14 4:10:26 PST 2014   
ckuziemsky	Day 1 of #AMIA2014 activities. Very honored to be a member of the faculty panel for the doctoral consortium.	Fri Nov 14 4:22:23 PST 2014   
jesusjcaban	RT @VisAnalyticsHC: Agenda for the 2014 Workshop on Visual Analytics in Healthcare has been posted http://t.co/3Bx3lbnoWh #AMIA2014 #data…	Fri Nov 14 4:25:31 PST 2014   
wareflo	Workflows & #Agents Development Environment #OpenSource Platform http://t.co/DKlzXErDmu intended future use cited by a #AMIA2014 paper #BPM	Fri Nov 14 4:31:31 PST 2014   
uthealth_sbmi	2014 i2b2/UTHealth Shared-Task & Workshop on Challenges in Natural Language Processing for Clinical Data, 8a, Jefferson West. #AMIA2014	Fri Nov 14 4:40:25 PST 2014   
wareflo	Uses #BPM 4 defining validation workflows > Check it w/Chex: Validation Tool 4 Iterative #NLProc Development #AMIA2014 Poster (Tuesday, 5PM)	Fri Nov 14 5:42:32 PST 2014   
imshealth	We're excited to be participating in #AMIA2014 symposium. View the medical informatics line up at http://t.co/lmo76YbPG1	Fri Nov 14 5:54:30 PST 2014   
ckuziemsky	Madhu Reddy launching the #AMIA2014 doctoral consortium http://t.co/Jiot5lvCtK	Fri Nov 14 6:02:55 PST 2014   
zanmiller111	Discover the future of #healthcare research w/ ConvergeHEALTH by Deloitte: http://t.co/voB0if7tgP #AMIA2014	Fri Nov 14 6:07:16 PST 2014   
pattifbrennan	RT @CPMRCmichelle: Looking forward to seeing everyone at #AMIA2014. On #delta flight to DCA. 5 days of #informatics #interprofessional con…	Fri Nov 14 6:12:50 PST 2014   
genomegal	Plotted my calendar of events, checked in for my flight, and answered all pertinent emails. I think I'm ready for #AMIA2014! See you soon!	Fri Nov 14 6:15:15 PST 2014   
janecarrington2	@CPMRCmichelle holding down the lab till u get here. Looking forward to catching up and idea x-change. #AMIA2014	Fri Nov 14 6:16:22 PST 2014   
wareflo	#AMIA2014 Poster 5PM monday: Developing an EHR 4 #GoogleGlass Challenges & Use Cases: rapid queries, 2nd screen, #Bluetooth phone accessory	Fri Nov 14 6:18:43 PST 2014   
wareflo	2 Posters (Monday & Tuesday, 5PM, 1 demo (Monday 3:30) #GoogleGlass at #AMIA2014 #EHR workflow integration, clinical procedures reference	Fri Nov 14 6:27:27 PST 2014   
wareflo	90% done examining almost 1000 uses of 'workflow' in #AMIA2014 proceedings. Lots of notes. Hmm. Hmm. What to do? What to do? :) Tweet it?	Fri Nov 14 6:30:14 PST 2014   
wareflo	+1 #MeaningfulUse is now doing more harm than good … most controversial, even vilified, policy in #healthIT http://t.co/BWL7PRQcM9 #AMIA2014	Fri Nov 14 6:35:09 PST 2014   
uthealthspa	RT @UTHealth_SBMI: Check out the @TEDMED talk of #AMIA2014 opening session keynote speaker Amy Abernathy, MD, PhD at http://t.co/kOf58f4wQC	Fri Nov 14 6:43:31 PST 2014   
davekincaid	RT @wareFLO: +1 #MeaningfulUse is now doing more harm than good … most controversial, even vilified, policy in #healthIT http://t.co/BWL7PR…	Fri Nov 14 6:49:57 PST 2014   
terrykoch	Discover the future of #healthcare research w/ ConvergeHEALTH by Deloitte: http://t.co/XYgxXJgHtE #AMIA2014	Fri Nov 14 6:53:33 PST 2014   
linguamatics	Not long until #AMIA2014! James Cormack is presenting today in the i2b2 workshop. @Linguamatics can be found at booth #208 - see you there!	Fri Nov 14 6:55:06 PST 2014   
drl_healthitmd	Heading east for #AMIA2014 yay!	Fri Nov 14 7:01:00 PST 2014   
profbpm	RT @wareFLO: Formal Models of Workflow for Healthcare @PetrosPapapa http://t.co/ax7KUmCnia cc #AMIA2014 @ehrscience @profBPM @Farzad_md @H…	Fri Nov 14 7:03:15 PST 2014   
uubmi	Today half our department will be flying to DC for #AMIA2014 Have a great time everyone! #wewillmissyou #bringmeapen	Fri Nov 14 7:06:16 PST 2014   
uubmi	RT @CKuziemsky: Madhu Reddy launching the #AMIA2014 doctoral consortium http://t.co/Jiot5lvCtK	Fri Nov 14 7:06:59 PST 2014   
linguamatics	Presenting today at #AMIA2014 i2b2/UTHealth http://t.co/ZdITvAh6LQ. Not going to AMIA? Sign up for the Dec 9 webinar http://t.co/RLvRfmgKiW	Fri Nov 14 7:10:24 PST 2014   
limsi_nlp	#i2b2 workshop today at #AMIA2014: 3 papers by @cgrouin et al.: de-identification; medic. side effects; risk factor identification #NLProc	Fri Nov 14 7:12:38 PST 2014   
amiainformatics	#AMIA2014 Registration opens at 3 - 7 pm. Concourse level. Check your email for QR check-in. Itinerary app. http://t.co/0lczWOKHdO	Fri Nov 14 7:13:31 PST 2014   
wareflo	OK! Looked at almost a 1000 instances of 'workflow' in #AMIA2014 proceeding. IDed 50 papers/posters. Next? Categorize? Tabulate? Hmm...	Fri Nov 14 7:14:06 PST 2014   
rossmartin	Are you ready for AMIA's Got Talent at #AMIA2014 Monday night? @RossMartin hosting! Sign up now! @AMIAinformatics http://t.co/CqzMF6dHDq	Fri Nov 14 7:19:05 PST 2014   
acmimimi	RT @RossMartin: Are you ready for AMIA's Got Talent at #AMIA2014 Monday night? @RossMartin hosting! Sign up now! @AMIAinformatics http://t.…	Fri Nov 14 7:19:40 PST 2014   
uthealth_sbmi	We're excited to head out to #AMIA2014 tomorrow. Make sure you follow @UTHealth_SBMI for updates along the way!	Fri Nov 14 7:20:18 PST 2014   
bouwmeba	RT @wareFLO: Formal Models of Workflow for Healthcare @PetrosPapapa http://t.co/ax7KUmCnia cc #AMIA2014 @ehrscience @profBPM @Farzad_md @H…	Fri Nov 14 7:20:41 PST 2014   
wareflo	Healthcare "workflow engine" sighting! Whoop! Whoop! Whoop! #AMIA2014 > The Future of Healthcare @SkipSnow http://t.co/4dQqc630fE	Fri Nov 14 7:27:06 PST 2014   
prometheusrsrch	Heading for #AMIA2014, the leading scientific meeting for biomedical & health informatics research & practice. Washington, DC here we come!	Fri Nov 14 7:35:14 PST 2014   
dreamybubz	RT @Linguamatics: Not long until #AMIA2014! James Cormack is presenting today in the i2b2 workshop. @Linguamatics can be found at booth #20…	Fri Nov 14 7:39:38 PST 2014   
williamhersh	On my way to #AMIA2014 http://t.co/B19gaDVbYK	Fri Nov 14 7:53:13 PST 2014   
togrli	On my way... "@AMIAinformatics: #AMIA2014 Registration opens at 3 - 7 pm. Concourse level. http://t.co/mkOL8ycGwg"	Fri Nov 14 8:00:25 PST 2014   
pattifbrennan	Monday #AMIA2014 LB02 10:30-guide informatics to accelerate rec's http://t.co/cZNauLF7KL Social & Behav'l Determinants of Health #sboh #ehr	Fri Nov 14 8:02:17 PST 2014   
wareflo	They suck. Except the that few don't. Key is workflow. #MeaningfulUse #AMIA2014 > Docs say how they feel about #EHR http://t.co/nisHEh87XI	Fri Nov 14 8:17:08 PST 2014   
jimmie_vanagon	RT @wareFLO: They suck. Except the that few don't. Key is workflow. #MeaningfulUse #AMIA2014 > Docs say how they feel about #EHR http://t.c…	Fri Nov 14 8:18:57 PST 2014   
joannasapida	Nov. 15-19 AMIA 2014 Annual Symposium #AMIA2014 @AMIAinformatics #EHR #HealthIT #PatientSafety #DigiHealth http://t.co/ANsTTYrrYp	Fri Nov 14 8:19:25 PST 2014   
uthealth_sbmi	Download the #AMIA2014 proceedings before you arrive to get a head start. http://t.co/y4KE7f7KXn	Fri Nov 14 8:20:32 PST 2014   
tideliar	.@drugmonkeyblog @doc_becca so @drgitlin just told me SfN is in DC next week. I'll be there for #AMIA2014 - see y'all at #banter!	Fri Nov 14 8:21:15 PST 2014   
drugmonkeyblog	RT @Tideliar: .@drugmonkeyblog @doc_becca so @drgitlin just told me SfN is in DC next week. I'll be there for #AMIA2014 - see y'all at #ban…	Fri Nov 14 8:21:32 PST 2014   
newsdatascience	RT @wareFLO: They suck. Except the that few don't. Key is workflow. #MeaningfulUse #AMIA2014 > Docs say how they feel about #EHR http://t.c…	Fri Nov 14 8:23:44 PST 2014   
tariqdastagirmd	Can't wait to present our #diabetes disease progression tool at #AMIA2014	Fri Nov 14 8:35:22 PST 2014   
wareflo	1 more day b4 I start comparing #AMIA2014 tweet volume to previous years! http://t.co/X2jFQdWDvm (compare '13 to '12) http://t.co/c7etJmVT9P	Fri Nov 14 8:37:23 PST 2014   
genomegal	@Tideliar sounds like a plan! See you at #AMIA2014 soon!	Fri Nov 14 8:39:49 PST 2014   
jesusjcaban	Greg Nelson @ThotWave among speakers discussing clinical dashboards tomorrow at the Workshop on Visual Analytics in Healthcare. #AMIA2014	Fri Nov 14 8:48:48 PST 2014   
visanalyticshc	RT @JesusJCaban: Greg Nelson @ThotWave among speakers discussing clinical dashboards tomorrow at the Workshop on Visual Analytics in Health…	Fri Nov 14 8:49:19 PST 2014   
wareflo	Hello today's #HITsm tweet chat peeps: Chuck, DC, workflow! BTW monitor #AMIA2014 through Wed! http://t.co/X2jFQdWDvm http://t.co/voddvdNznA	Fri Nov 14 9:03:30 PST 2014   
uthealth_sbmi	There are no paper handouts at #AMIA2014 this year! Download everything you need. http://t.co/mGZHiPAuf7	Fri Nov 14 9:20:15 PST 2014   
linguamatics	Take part in our competition - How can #NLProc transform patient care? Enter online at http://t.co/h7rhcZBObj or at booth 208 at #AMIA2014	Fri Nov 14 9:24:33 PST 2014   
dieselcmio	Bout to board this plane to #AMIA2014 very pumped for this event and the CDS info	Fri Nov 14 9:31:48 PST 2014   
carinajenkins	RT @Linguamatics: Presenting today at #AMIA2014 i2b2/UTHealth http://t.co/ZdITvAh6LQ. Not going to AMIA? Sign up for the Dec 9 webinar http…	Fri Nov 14 9:43:49 PST 2014   
carinajenkins	RT @Linguamatics: Take part in our competition - How can #NLProc transform patient care? Enter online at http://t.co/h7rhcZBObj or at booth…	Fri Nov 14 9:44:17 PST 2014   
wareflo	Great job @rewardforhealth +1! All, good WK! PS #AMIA2014 Until Wed: workflow, situational awareness, checklists, pat. portals, etc #HITsm	Fri Nov 14 9:59:35 PST 2014   
uthealth_sbmi	RT @RossMartin: Are you ready for AMIA's Got Talent at #AMIA2014 Monday night? @RossMartin hosting! Sign up now! @AMIAinformatics http://t.…	Fri Nov 14 10:09:09 PST 2014   
uthealth_sbmi	RT @AMIAinformatics: #AMIA2014 Registration opens at 3 - 7 pm. Concourse level. Check your email for QR check-in. Itinerary app. http://t.c…	Fri Nov 14 10:09:22 PST 2014   
patientslikeme	Our own @SallyOkun will be at #AMIA2014 tomorrow to discuss #dataanalytics & #patientcenteredcare Cc: @AMIAinformatics #nursinginformatics	Fri Nov 14 10:11:04 PST 2014   
genomegal	RT @patientslikeme: Our own @SallyOkun will be at #AMIA2014 tomorrow to discuss #dataanalytics & #patientcenteredcare Cc: @AMIAinformatics …	Fri Nov 14 10:24:57 PST 2014   
uthealth_sbmi	Make sure you bookmark this page for great things to do in D.C. while at #AMIA2014 http://t.co/oQyRW4TAN5	Fri Nov 14 10:25:15 PST 2014   
sgjead	RT @patientslikeme: Our own @SallyOkun will be at #AMIA2014 tomorrow to discuss #dataanalytics & #patientcenteredcare Cc: @AMIAinformatics …	Fri Nov 14 10:33:06 PST 2014   
mitrecorp	We're excited to be heading to #AMIA2014 next week to discuss biomedical and health informatics research and practice! @MITREhealth	Fri Nov 14 10:58:30 PST 2014   
dbarthjones	RT @LIMSI_NLP: #i2b2 workshop today at #AMIA2014: 3 papers by @cgrouin et al.: de-identification; medic. side effects; risk factor identifi…	Fri Nov 14 11:00:36 PST 2014   
joannasapida	Nov. 15-19 AMIA 2014 Annual Symposium #AMIA2014 @AMIAinformatics #EHR #HealthIT #PatientSafety #DigiHealth http://t.co/ANsTTYrrYp	Fri Nov 14 11:01:09 PST 2014   
mitrehealth	RT @MITREcorp: We're excited to be heading to #AMIA2014 next week to discuss biomedical and health informatics research and practice! @MITR…	Fri Nov 14 11:09:07 PST 2014   
health_language	Look forward to #AMIA2014!! See you very soon at #AMIA. @AMIAinformatics.	Fri Nov 14 11:10:42 PST 2014   
uthealth_sbmi	#AMIA2014 Late breaking sessions. http://t.co/L12IfnBgnA	Fri Nov 14 11:30:53 PST 2014   
julierempfer	I'm proud to represent @CIN_online at #AMIA2014! Be sure to visit us at the Nursing Informatics event on Sunday. I'd love to hear from you!	Fri Nov 14 12:29:03 PST 2014   
uthealth_sbmi	Your feed is about to get bombarded with #AMIA2014 tweets until Wednesday. Please don't unfollow us, just mute us. http://t.co/zMU2H7SfcR	Fri Nov 14 12:51:25 PST 2014   
cin_online	Who is going to #AMIA2014? Be sure to stop by our table at the Nursing Informatics event on Sunday! We love meeting our readers!	Fri Nov 14 12:56:47 PST 2014   
wareflo	RT @UTHealth_SBMI: Your feed is about to get bombarded with #AMIA2014 tweets until Wednesday. Please don't unfollow us, just mute us. http:…	Fri Nov 14 13:04:09 PST 2014   
